zip,state,county,city
65263,Missouri,Monroe,
47848,Indiana,Sullivan,
83851,Idaho,Benewah,
51031,Iowa,Plymouth,Le Mars
61108,Illinois,Winnebago,Rockford
30639,Georgia,Franklin,Franklin Springs
61054,Illinois,Ogle,
14139,New York,Erie,
73108,Oklahoma,Oklahoma,Oklahoma City
14564,New York,Ontario,Victor
92150,California,San Diego,National City
36486,Alabama,Covington,Florala
12872,New York,Essex,
6704,Connecticut,New Haven,Waterbury
43609,Ohio,Lucas,Toledo
46385,Indiana,Porter,
63879,Missouri,Pemiscot,Wardell
65707,Missouri,Lawrence,
11937,New York,Suffolk,Springs
56501,Minnesota,Becker,
48882,Michigan,Shiawassee,
31756,Georgia,Colquitt,
8875,New Jersey,Somerset,East Rocky Hill
79108,Texas,Potter,
10605,New York,Westchester,White Plains
96080,California,Tehama,
61559,Illinois,Peoria,Princeville
41173,Kentucky,Carter,
74301,Oklahoma,Craig,
11950,New York,Suffolk,Mastic
37644,Tennessee,Carter,
54525,Wisconsin,Iron,
41031,Kentucky,Harrison,
6702,Connecticut,New Haven,Waterbury
6370,Connecticut,New London,
54530,Wisconsin,Rusk,Hawkins
11418,New York,Queens,New York
97301,Oregon,Marion,Salem
80081,Colorado,Teller,Cripple Creek
38949,Mississippi,Lafayette,
24019,Virginia,Botetourt,Cloverdale
49718,Michigan,Emmet,Carp Lake
44304,Ohio,Summit,Akron
72026,Arkansas,Arkansas,
34275,Florida,Sarasota,Laurel
26705,West Virginia,Preston,Aurora
46404,Indiana,Lake,Gary
6489,Connecticut,Hartford,
15201,Pennsylvania,Allegheny,Pittsburgh
72004,Arkansas,Jefferson,Altheimer
76084,Texas,Ellis,
64080,Missouri,Cass,Pleasant Hill
31806,Georgia,Schley,
12131,New York,Schoharie,
73583,Oklahoma,Comanche,Elgin
56267,Minnesota,Stevens,Morris
33981,Florida,Charlotte,
72143,Arkansas,White,
80005,Colorado,Jefferson,Arvada
93031,California,Santa Barbara,
23930,Virginia,Nottoway,
80742,Colorado,Morgan,
95356,California,Stanislaus,Modesto
71772,Arkansas,Clark,Whelen Springs
76644,Texas,Bosque,Laguna Park
60661,Illinois,Cook,Chicago
85735,Arizona,Pima,Tucson Estates
58845,North Dakota,Williams,
66852,Kansas,Coffey,
57235,South Dakota,Codington,
85082,Arizona,Pinal,
46371,Indiana,LaPorte,
67545,Kansas,Stafford,
6237,Connecticut,Tolland,
95550,California,Humboldt,
57251,South Dakota,Grant,
54845,Wisconsin,Burnett,
54813,Wisconsin,Barron,
49036,Michigan,Branch,
75605,Texas,Harrison,
54849,Wisconsin,Douglas,Lake Nebagamon
28379,North Carolina,Richmond,
35153,Alabama,St. Clair,Ragland
38049,Tennessee,Fayette,Gallaway
31076,Georgia,Taylor,Reynolds
84327,Utah,Cache,
36242,Alabama,Shelby,Hoover
33549,Florida,Hillsborough,Lutz
3215,New Hampshire,Grafton,
15722,Pennsylvania,Cambria,
84313,Utah,Box Elder,
86507,New Mexico,Santa Fe,Santa Fe
93560,California,Kern,Rosamond
78043,Texas,Webb,Laredo
38774,Mississippi,Bolivar,Shelby
74851,Oklahoma,Pottawatomie,McLoud
28364,North Carolina,Robeson,
13224,New York,Onondaga,Syracuse
76573,Texas,Williamson,Bartlett
52218,Iowa,Linn,
22948,Virginia,Madison,
45651,Ohio,Vinton,
29687,South Carolina,Greenville,
37013,Tennessee,Davidson,Nashville-Davidson metropolitan government (balance)
47130,Indiana,Clark,Jeffersonville
1082,Massachusetts,Hampshire,
22906,Virginia,Albemarle,
49962,Michigan,Baraga,
29650,South Carolina,Greenville,
92154,California,San Diego,San Diego
12160,New York,Schoharie,
44012,Ohio,Lorain,Avon Lake
10107,New York,New York,New York
59432,Montana,Pondera,Dupuyer
93940,California,Monterey,
89134,Nevada,Clark,Las Vegas
32147,Florida,Putnam,
25044,West Virginia,Raleigh,
12067,New York,Albany,
86446,Arizona,Mohave,Arizona Village
23709,Virginia,Portsmouth,Portsmouth
43993,Ohio,Belmont,Martins Ferry
67109,Kansas,Kiowa,Mullinville
1039,Massachusetts,Hampshire,
6106,Connecticut,Hartford,Hartford
67206,Kansas,Sedgwick,Wichita
38762,Mississippi,Bolivar,Mound Bayou
84522,Utah,Emery,Emery
89166,Nevada,Clark,Las Vegas
54487,Wisconsin,Lincoln,Tomahawk
97844,Oregon,Morrow,
92376,California,San Bernardino,Rialto
49950,Michigan,Keweenaw,
15695,Pennsylvania,Westmoreland,Wyano
85309,Arizona,Maricopa,Glendale
73944,Oklahoma,Texas,Hardesty
72325,Arkansas,Crittenden,
18051,Pennsylvania,Lehigh,
84505,Utah,Morgan,Mountain Green
75979,Texas,Tyler,
12474,New York,Delaware,
24361,Virginia,Washington,Meadow View
65726,Missouri,Taney,
80121,Colorado,Arapahoe,Centennial
72443,Arkansas,Greene,
15725,Pennsylvania,Indiana,
88321,New Mexico,Torrance,Encino
2912,Rhode Island,Providence,Providence
88003,New Mexico,Do§a Ana,University Park
47150,Indiana,Floyd,New Albany
72470,Arkansas,Clay,
27049,North Carolina,Rockingham,Stoneville
38655,Mississippi,Lafayette,
33234,Florida,Miami-Dade,Coral Gables
88268,New Mexico,Eddy,Whites City
80203,Colorado,Denver,Denver
80643,Colorado,Adams,
73132,Oklahoma,Oklahoma,Oklahoma City
77067,Texas,Harris,
10958,New York,Orange,
67203,Kansas,Sedgwick,Wichita
15376,Pennsylvania,Washington,
47161,Indiana,Harrison,
67513,Kansas,Rush,Alexander
10270,New York,New York,New York
70762,Louisiana,Pointe Coupee,
38242,Tennessee,Henry,Paris
87586,New Mexico,San Miguel,Villanueva
41044,Kentucky,Mason,
723,Puerto Rico,Guayama,Coraz¢n
24624,Virginia,Buchanan,
42518,Kentucky,Pulaski,
97857,Oregon,Wallowa,
26241,West Virginia,Randolph,
41367,Kentucky,Perry,
70556,Louisiana,Acadia,Mermentau
87037,New Mexico,San Juan,Nageezi
99401,Washington,Asotin,
41348,Kentucky,Breathitt,
96023,California,Siskiyou,
38359,Tennessee,McNairy,Milledgeville
33814,Florida,Lee,Cape Coral
61641,Illinois,Livingston,
79031,Texas,Lamb,Earth
62061,Illinois,Madison,Marine
89129,Nevada,Clark,
51652,Iowa,Fremont,
16932,Pennsylvania,Tioga,
15551,Pennsylvania,Somerset,
15553,Pennsylvania,Somerset,New Baltimore
15547,Pennsylvania,Somerset,Jennerstown
82842,Wyoming,Sheridan,Story
28128,North Carolina,Stanly,
12567,New York,Dutchess,
54011,Wisconsin,Pierce,Ellsworth
82837,Wyoming,Sheridan,
7007,New Jersey,Union,
45434,Ohio,Greene,Beavercreek
757,Puerto Rico,Santa Isabel,Santa Isabel
70031,Louisiana,St. Charles,Ama
15545,Pennsylvania,Bedford,
28793,North Carolina,Henderson,Mountain Home
28402,North Carolina,New Hanover,Hightsville
35632,Alabama,Lauderdale,Florence
58362,North Dakota,Ramsey,
38961,Mississippi,Yalobusha,Tillatoba
19003,Pennsylvania,Montgomery,Ardmore
23093,Virginia,Louisa,
24474,Virginia,Alleghany,Selma
23150,Virginia,Henrico,
70113,Louisiana,Orleans,New Orleans
66021,Kansas,Johnson,
23936,Virginia,Buckingham,
83438,Idaho,Fremont,
38389,Tennessee,Gibson,Yorkville
38471,Tennessee,Wayne,
35565,Alabama,Winston,
53190,Wisconsin,Rock,
12809,New York,Washington,
44820,Ohio,Crawford,
72952,Arkansas,Crawford,
30348,Georgia,Clayton,College Park
52767,Iowa,Scott,
1083,Massachusetts,Worcester,
67428,Kansas,McPherson,
27947,North Carolina,Currituck,
95531,California,Del Norte,
39701,Mississippi,Lowndes,
99773,Alaska,Northwest Arctic,Shungnak
42261,Kentucky,Butler,
33734,Florida,Pinellas,Clearwater
70581,Louisiana,Jefferson Davis,
60463,Illinois,Cook,Palos Heights
14529,New York,Steuben,
55411,Minnesota,Hennepin,Minneapolis
35674,Alabama,Colbert,
65203,Missouri,Boone,Columbia
52728,Iowa,Scott,Buffalo
82635,Wyoming,Natrona,Edgerton
79541,Texas,Taylor,
49277,Michigan,Jackson,
16436,Pennsylvania,Warren,
33736,Florida,Lake,
55419,Minnesota,Hennepin,Minneapolis
7204,New Jersey,Union,Roselle Park
52168,Iowa,Winneshiek,Spillville
4757,Maine,Aroostook,
30354,Georgia,Fulton,Hapeville
13486,New York,Oneida,
87532,New Mexico,Rio Arriba,La Mesilla
13159,New York,Onondaga,
18974,Pennsylvania,Bucks,
35745,Alabama,Jackson,
18509,Pennsylvania,Lackawanna,Scranton
46975,Indiana,Fulton,
58769,North Dakota,Mountrail,
43065,Ohio,Delaware,
54454,Wisconsin,Wood,
32337,Florida,Jefferson,Lloyd
84033,Utah,Summit,Henefer
29743,South Carolina,York,Smyrna
97537,Oregon,Jackson,
45054,Ohio,Warren,
31840,Kentucky,Letcher,Fleming-Neon
76545,Texas,Eastland,Gorman
37128,Tennessee,Rutherford,
24482,Virginia,Augusta,Verona
28814,North Carolina,Buncombe,
99128,Washington,Whitman,
76246,Texas,Wise,
32829,Florida,Orange,
37129,Tennessee,Rutherford,
41642,Kentucky,Floyd,
13760,New York,Tioga,
38472,Tennessee,Giles,
70040,Louisiana,Plaquemines,
75189,Texas,Rockwall,
57077,South Dakota,Lincoln,
20698,Maryland,Charles,Waldorf
25106,West Virginia,Mason,
34217,Florida,Manatee,Bradenton Beach
67863,Kansas,Wichita,
64656,Missouri,Livingston,
62957,Illinois,Alexander,East Cape Girardeau
29487,South Carolina,Charleston,
65360,Missouri,Henry,Windsor
83536,Idaho,Lewis,Kamiah
87868,Oregon,Umatilla,Pilot Rock
27879,North Carolina,Pitt,Simpson
58013,North Dakota,Sargent,
99260,Washington,Spokane,Spokane
21872,Maryland,Worcester,
23898,Virginia,Southampton,
56036,Minnesota,Freeborn,
60660,Illinois,Cook,Chicago
73061,Oklahoma,Noble,
5660,Vermont,Washington,
21865,Maryland,Wicomico,
71241,Louisiana,Union,
77255,Texas,Montague,
63240,Missouri,Scott,Chaffee
65248,Missouri,Howard,
43143,Ohio,Madison,
54888,Wisconsin,Washburn,
87111,New Mexico,Bernalillo,Albuquerque
68182,Nebraska,Douglas,Omaha
12175,New York,Schoharie,
56952,Indiana,Grant,Sweetser
31326,Georgia,Effingham,Rincon
13147,New York,Cayuga,
21901,Maryland,Cecil,
18337,Pennsylvania,Pike,Sunrise Lake
56725,Minnesota,Marshall,
60653,Illinois,Cook,Chicago
71643,Arkansas,Lincoln,Gould
49125,Michigan,Berrien,Shorewood-Tower Hills-Harbert
58104,North Dakota,Cass,Fargo
19979,Delaware,Kent,
19980,Delaware,Kent,Woodside
19362,Pennsylvania,Lancaster,
71675,Arkansas,Drew,
40107,Kentucky,Nelson,
30126,Georgia,Cobb,Mableton
19492,Pennsylvania,Montgomery,
61357,Illinois,Marshall,Henry
37076,Tennessee,Davidson,Nashville-Davidson metropolitan government (balance)
56041,Minnesota,Brown,
63852,Missouri,Dunklin,
56011,Minnesota,Sibley,
32218,Florida,Duval,Jacksonville
23460,Virginia,Virginia Beach,Virginia Beach
77332,Texas,San Jacinto,
94614,California,Alameda,Oakland
81445,Colorado,Montezuma,Towaoc
30705,Georgia,Murray,
12980,New York,Franklin,
62401,Illinois,Effingham,
59544,Montana,Phillips,Whitewater
18336,Pennsylvania,Pike,
75417,Texas,Red River,
61362,Illinois,Bureau,Spring Valley
81623,Colorado,Garfield,
25382,Virginia,Wythe,Wytheville
20057,District of Columbia,District of Columbia,Washington
14737,New York,Cattaraugus,
19966,Delaware,Sussex,
91784,California,San Bernardino,Upland
31723,Georgia,Early,Blakely
12154,New York,Rensselaer,
55306,Minnesota,Dakota,Burnsville
43440,Ohio,Ottawa,
3307,New Hampshire,Merrimack,
85631,Arizona,Pinal,
94586,California,Alameda,Sunol
84761,Utah,Iron,Parowan
98405,Washington,Pierce,Tacoma
21505,Maryland,Garrett,
77457,Texas,Matagorda,Matagorda
64422,Missouri,DeKalb,
48374,Michigan,Oakland,Novi
95991,California,Sutter,Yuba City
41513,Kentucky,Pike,
17113,Pennsylvania,Dauphin,Steelton
24991,West Virginia,Greenbrier,
59081,Montana,Park,Silver Gate
68354,Nebraska,Fillmore,Fairmont
82055,Wyoming,Albany,
45227,Ohio,Hamilton,Cincinnati
90013,California,Los Angeles,Los Angeles
58492,North Dakota,Barnes,
43046,Ohio,Licking,Kirkersville
13119,New York,Onondaga,
8701,New Jersey,Ocean,Lakewood
93930,California,Monterey,King City
33948,Florida,Charlotte,Port Charlotte
18655,Pennsylvania,Luzerne,Mocanaqua
75856,Texas,Trinity,
89422,Nevada,Mineral,Mina
1510,Massachusetts,Worcester,
11705,New York,Suffolk,Bayport
13324,New York,Herkimer,
54748,Wisconsin,Chippewa,
84565,California,Contra Costa,Antioch
17959,Pennsylvania,Schuylkill,New Philadelphia
93143,California,Placer,Kings Beach
83469,Idaho,Lemhi,
92688,California,Orange,Rancho Santa Margarita
95424,California,Lake,
23114,Virginia,Chesterfield,
22821,Virginia,Rockingham,
88418,New Mexico,Union,Des Moines
16046,Pennsylvania,Butler,
16142,Pennsylvania,Mercer,
94941,California,Marin,Tamalpais-Homestead Valley
17742,Pennsylvania,Lycoming,
62097,Illinois,Madison,Holiday Shores
1950,Massachusetts,Essex,Newburyport
62093,Illinois,Macoupin,Wilsonville
33181,Florida,Miami-Dade,North Miami
23306,Virginia,Accomack,
69143,Nebraska,Lincoln,
50122,Iowa,Hardin,
46051,Indiana,Madison,Lapel
29851,South Carolina,Aiken,
59217,Montana,Richland,Crane
49331,Michigan,Kent,
34481,Florida,Marion,
96747,Hawaii,Kauai,Kaumakani
66830,Kansas,Lyon,Admire
53711,Wisconsin,Dane,Fitchburg
83547,Idaho,Idaho,
40027,Kentucky,Jefferson,Louisville/Jefferson County metro government (balance)
41234,Kentucky,Johnson,
16312,Pennsylvania,Warren,
19711,Delaware,New Castle,North Star
56527,Minnesota,Otter Tail,Deer Creek
19747,Pennsylvania,Montgomery,Skippack
46012,Indiana,Madison,
96731,Hawaii,Honolulu,Kahuku
95696,California,Solano,Vacaville
52656,Iowa,Lee,
32466,Florida,Bay,
28754,North Carolina,Madison,
57467,South Dakota,Faulk,
57472,South Dakota,Walworth,Selby
18821,Pennsylvania,Susquehanna,
53811,Wisconsin,Grant,Hazel Green
48006,Michigan,St. Clair,
58725,North Dakota,Renville,
88118,New Mexico,Roosevelt,
90210,California,Los Angeles,Los Angeles
50150,Iowa,Monroe,Lovilia
53803,Wisconsin,Lafayette,Benton
27455,North Carolina,Guilford,Greensboro
20168,Virginia,Prince William,
68816,Nebraska,Merrick,Archer
44251,Ohio,Medina,Westfield Center
67028,Kansas,Barber,Sun City
50223,Iowa,Boone,
56115,Minnesota,Lyon,Balaton
55340,Minnesota,Hennepin,Medina
43724,Ohio,Noble,
60070,Illinois,Cook,Prospect Heights
3455,New Hampshire,Cheshire,Marlborough
98256,Washington,Snohomish,
94585,California,Solano,Suisun City
32164,Florida,Flagler,Palm Coast
59740,Montana,Madison,
48001,Michigan,St. Clair,
3070,New Hampshire,Hillsborough,
89705,Nevada,Douglas,Indian Hills
95140,California,Santa Clara,
15849,Pennsylvania,Clearfield,
33572,Florida,Hillsborough,Apollo Beach
85295,Arizona,Maricopa,Gilbert
51452,Iowa,Carroll,Lidderdale
48434,Michigan,Sanilac,
14435,New York,Livingston,Conesus Lake
95939,California,Glenn,
74604,Oklahoma,Kay,Ponca City
66547,Kansas,Pottawatomie,
29377,South Carolina,Spartanburg,Startex
37605,Tennessee,Carter,
31917,Georgia,Twiggs,
88401,New Mexico,Quay,
74872,Oklahoma,McClain,
637,Missouri,Scott,Vanduser
71909,Arkansas,Saline,Hot Springs Village
74854,Oklahoma,Pottawatomie,Maud
73080,Oklahoma,McClain,Purcell
76693,Texas,Freestone,Wortham
58062,North Dakota,Ransom,
59411,Montana,Glacier,
39325,Mississippi,Lauderdale,
15067,Pennsylvania,Washington,New Eagle
62940,Illinois,Jackson,
85137,Arizona,Pinal,
5250,Vermont,Bennington,
65237,Missouri,Cooper,Bunceton
78644,Texas,Caldwell,
36150,Alabama,Talladega,Talladega
48912,Michigan,Ingham,Lansing
47949,Indiana,Fountain,Hillsboro
78702,Texas,Travis,Austin
47016,Indiana,Franklin,
28366,North Carolina,Sampson,
64061,Missouri,Johnson,
99919,Alaska,Prince of Wales-Hyder,Thorne Bay
4629,Maine,Hancock,
48529,Michigan,Genesee,Burton
11366,New York,Queens,New York
15091,Pennsylvania,Allegheny,
64859,Missouri,Jasper,
32547,Florida,Okaloosa,Wright
55805,Minnesota,St. Louis,Duluth
47556,Indiana,Spencer,
65680,Missouri,Taney,Kissee Mills
34420,Florida,Marion,
6242,Connecticut,Windham,
64475,Missouri,Nodaway,
89431,Nevada,Washoe,Sparks
83648,Idaho,Elmore,Mountain Home AFB
40328,Kentucky,Boyle,
47166,Indiana,Harrison,
21541,Maryland,Garrett,
95056,California,Plumas,
15531,Pennsylvania,Somerset,
32603,Florida,Alachua,Gainesville
65706,Missouri,Webster,
69335,Nebraska,Garden,
36561,Alabama,Baldwin,Orange Beach
92086,California,San Diego,
80452,Colorado,Clear Creek,
16514,Pennsylvania,Erie,
67335,Kansas,Labette,
65661,Missouri,Dade,
65444,Missouri,Texas,
41555,Kentucky,Pike,
74354,Oklahoma,Ottawa,
20684,Maryland,St. Mary's,
2338,Massachusetts,Plymouth,
32514,Florida,Escambia,Ensley
78830,Texas,Dimmit,Big Wells
35476,Alabama,Tuscaloosa,Northport
91914,California,San Diego,Chula Vista
15484,Pennsylvania,Fayette,
54139,Wisconsin,Oconto,
46760,Indiana,Noble,
37779,Tennessee,Union,Luttrell
55450,Minnesota,Hennepin,
45682,Ohio,Scioto,
54015,Wisconsin,St. Croix,Hammond
99678,Alaska,Dillingham,Togiak
5448,Vermont,Franklin,
39272,Mississippi,Hinds,Byram
29201,South Carolina,Richland,Columbia
10521,New York,Westchester,Crugers
40445,Kentucky,Rockcastle,
28396,North Carolina,Scotland,
21741,Maryland,Washington,
56087,Minnesota,Brown,
61834,Illinois,Vermilion,
82229,Wyoming,Converse,
95603,California,Placer,North Auburn
72963,Arkansas,Logan,Morrison Bluff
18810,Pennsylvania,Bradford,Athens
61956,Illinois,Douglas,
40379,Kentucky,Scott,
53132,Wisconsin,Milwaukee,Franklin
28804,North Carolina,Buncombe,Asheville
81120,Colorado,Conejos,Antonito
94456,Oregon,Deschutes,Redmond
73043,Oklahoma,Blaine,Greenfield
23029,Oklahoma,Caddo,Cyril
21755,Maryland,Frederick,Jefferson
5350,Vermont,Bennington,
15680,Pennsylvania,Westmoreland,
54140,Wisconsin,Outagamie,Little Chute
59016,Montana,Big Horn,Busby
58521,North Dakota,Burleigh,
67938,Oklahoma,Beaver,Forgan
11122,Florida,Escambia,Pensacola
97410,Oregon,Douglas,
53223,Wisconsin,Milwaukee,Milwaukee
61790,Illinois,McLean,Normal
39349,Mississippi,Clarke,Pachuta
5650,Vermont,Washington,
49332,Michigan,Mecosta,
51056,Iowa,Woodbury,Smithland
55710,Minnesota,St. Louis,
73647,Oklahoma,Washita,Foss
29679,South Carolina,Oconee,
55437,Minnesota,Hennepin,Bloomington
25755,West Virginia,Cabell,Huntington
36583,Alabama,Washington,
91501,California,Los Angeles,Burbank
3225,New Hampshire,Belknap,
76155,Texas,Tarrant,Fort Worth
76265,Texas,Montague,St. Jo
44837,Ohio,Huron,
32540,Florida,Okaloosa,Destin
76841,Texas,Menard,
78681,Texas,Williamson,Round Rock
39470,Mississippi,Pearl River,
11569,New York,Nassau,Point Lookout
74850,Oklahoma,Hughes,Lamar
15078,Pennsylvania,Washington,Slovan
97369,Oregon,Lincoln,
76798,Texas,McLennan,Waco
13687,New York,St. Lawrence,
28503,North Carolina,Lenoir,Kinston
76305,Texas,Clay,
64868,Missouri,McDonald,
16155,Pennsylvania,Lawrence,
68123,Nebraska,Sarpy,Offutt AFB
65101,Missouri,Cole,
66609,Kansas,Shawnee,Topeka
5654,Vermont,Orange,
75232,Texas,Dallas,Dallas
67364,Kansas,Montgomery,Tyro
81631,Colorado,Eagle,
67235,Kansas,Sedgwick,Wichita
85390,Arizona,Maricopa,Wickenburg
64502,Missouri,Buchanan,St. Joseph
8086,New Jersey,Gloucester,
16623,Pennsylvania,Huntingdon,
97370,Oregon,Benton,
81221,Colorado,Fremont,Coal Creek
5733,Vermont,Rutland,Brandon
70732,Louisiana,Pointe Coupee,Fordoche
80463,Colorado,Eagle,
55704,Minnesota,Pine,
43909,Ohio,Belmont,
31792,Georgia,Thomas,
88352,New Mexico,Otero,Tularosa
49416,Michigan,Allegan,
15082,Pennsylvania,Allegheny,Sturgeon
63712,Illinois,Sangamon,Springfield
34083,Florida,St. Lucie,Port St. Lucie
99354,Washington,Benton,Richland
12449,New York,Ulster,
4090,Maine,York,
86046,Arizona,Coconino,
13744,New York,Broome,
67201,Kansas,Sedgwick,Wichita
97810,Oregon,Umatilla,Adams
95518,California,Humboldt,Arcata
49344,Michigan,Barry,
99683,Alaska,Matanuska-Susitna,Trapper Creek
98812,Washington,Okanogan,
73534,Oklahoma,Stephens,Comanche
64058,Missouri,Jackson,Independence
29816,South Carolina,Aiken,
33184,Florida,Miami-Dade,
38329,Tennessee,Decatur,
64493,Missouri,Clinton,
21562,Maryland,Allegany,McCoole
12845,New York,Warren,
44120,Ohio,Cuyahoga,Shaker Heights
38505,Tennessee,Putnam,Cookeville
77396,Texas,Harris,
8536,New Jersey,Middlesex,Princeton Meadows
92211,California,Riverside,Palm Desert
56653,Minnesota,Koochiching,
46795,Indiana,LaGrange,
99556,Alaska,Kenai Peninsula,Anchor Point
93254,California,Santa Barbara,Cuyama
41071,Kentucky,Campbell,Newport
32203,Florida,Duval,Jacksonville
78648,Texas,Caldwell,Luling
70810,Louisiana,East Baton Rouge,
80487,Colorado,Routt,
86324,Arizona,Yavapai,Clarkdale
85340,Arizona,Maricopa,Litchfield Park
39562,Mississippi,Jackson,
92866,California,Orange,Orange
71441,Louisiana,Caldwell,
25972,West Virginia,Greenbrier,
65548,Missouri,Howell,
92173,California,San Diego,San Diego
34789,Florida,Pinellas,
18653,Pennsylvania,Lackawanna,
38141,Tennessee,Shelby,
71455,Louisiana,Rapides,
4049,Maine,York,
19554,Pennsylvania,Berks,Shartlesville
44639,Ohio,Carroll,Leesville
32316,Florida,Duval,Jacksonville
45032,Ohio,Warren,Harveysburg
13634,New York,Jefferson,
55124,Minnesota,Dakota,Apple Valley
92921,California,Monterey,Carmel-by-the-Sea
12304,New York,Schenectady,Schenectady
35118,Alabama,Jefferson,Sylvan Springs
44054,Ohio,Lorain,Sheffield
956,Puerto Rico,Bayam¢n,Bayam¢n
45051,Indiana,Madison,Lapel
3750,New Hampshire,Grafton,
21122,Maryland,Anne Arundel,Glen Burnie
82071,California,San Diego,Santee
94937,California,Marin,Inverness
80932,Colorado,El Paso,Monument
34950,Florida,St. Lucie,Fort Pierce
1238,Massachusetts,Berkshire,
43811,Ohio,Coshocton,
37160,Tennessee,Bedford,
39177,Mississippi,Stone,
81602,Colorado,Garfield,
60604,Illinois,Cook,Chicago
71119,Louisiana,Caddo,
13636,New York,Jefferson,
82941,Wyoming,Sublette,
55397,Minnesota,Carver,
16049,Pennsylvania,Clarion,
69144,Nebraska,Keith,Keystone
64628,Missouri,Linn,Brookfield
71653,Arkansas,Chicot,
10583,New York,Westchester,Hartsdale
4017,Maine,Cumberland,
26408,West Virginia,Harrison,
71004,Louisiana,Caddo,
45341,Ohio,Clark,
87190,New Mexico,Rio Arriba,
75631,Texas,Panola,Beckville
54601,Wisconsin,La Crosse,
48335,Michigan,Oakland,Farmington Hills
11954,New York,Suffolk,Montauk
93237,California,Tulare,Three Rivers
33541,Florida,Pasco,
79778,Texas,Upton,Rankin
52155,Iowa,Howard,
82642,Wyoming,Fremont,
66079,Kansas,Franklin,
35184,Alabama,Bibb,
44667,Ohio,Wayne,
84309,Utah,Box Elder,Deweyville
50249,Iowa,Webster,Stratford
93247,California,Tulare,
33801,Florida,Polk,Crystal Lake
71251,Louisiana,Jackson,
92024,California,San Diego,Encinitas
16353,Pennsylvania,Venango,
84304,Utah,Cache,Peter
91719,California,Riverside,El Cerrito
93067,California,Santa Barbara,Summerland
32321,Florida,Liberty,Lake Mystic
99633,Alaska,Bristol Bay,Naknek
71658,Arkansas,Ashley,
73460,Oklahoma,Johnston,
91750,California,Los Angeles,La Verne
42647,Kentucky,McCreary,
57436,South Dakota,Spink,Doland
74953,Oklahoma,Le Flore,
58440,North Dakota,Logan,
16342,Pennsylvania,Venango,
97044,Washington,Klickitat,Lyle
62230,Illinois,Clinton,Breese
29643,South Carolina,Oconee,Fair Play
95432,California,Mendocino,
17252,Pennsylvania,Franklin,
95421,California,Sonoma,
19136,Pennsylvania,Philadelphia,Philadelphia
22003,Virginia,Fairfax,Annandale
59419,Montana,Teton,Bynum
58623,North Dakota,Bowman,Bowman
29492,South Carolina,Berkeley,Charleston
21216,Maryland,Baltimore,Baltimore
18833,Pennsylvania,Sullivan,
66071,Kansas,Miami,Hillsdale
49052,Michigan,Calhoun,
72722,Arkansas,Benton,Decatur
52549,Iowa,Appanoose,Cincinnati
97625,Oregon,Klamath,
6901,Connecticut,Fairfield,Stamford
16926,Pennsylvania,Bradford,
53046,Wisconsin,Waukesha,Lannon
7834,New Jersey,Morris,
13093,New York,Cayuga,
13632,New York,Jefferson,Depauville
37097,Tennessee,Perry,
16402,Pennsylvania,Warren,
16920,Pennsylvania,Tioga,Elkland
80536,Colorado,Larimer,
610,Puerto Rico,A§asco,Las Mar°as
20629,Maryland,Calvert,Solomons
23637,New York,Jefferson,Calcium
76465,Texas,Erath,
25285,West Virginia,Clay,
10025,New York,New York,New York
48197,Michigan,Washtenaw,Ypsilanti
39190,Mississippi,Adams,
2568,Massachusetts,Dukes,
10548,New York,Westchester,Montrose
59003,Montana,Rosebud,Ashland
72727,Arkansas,Madison,
57234,South Dakota,Hamlin,
10458,New York,Bronx,New York
7624,New Jersey,Bergen,Closter
6031,Connecticut,Litchfield,Falls Village
5845,Vermont,Orleans,Irasburg
47032,Indiana,Dearborn,
28634,North Carolina,Davie,
5769,Vermont,Addison,
43984,Ohio,Harrison,
47037,Indiana,Ripley,
86002,Arizona,Coconino,Parks
84667,Utah,Sanpete,Wales
91916,California,San Diego,Descanso
7014,New Jersey,Passaic,Clifton
54890,Wisconsin,Douglas,
60536,Illinois,Kendall,Millbrook
29471,South Carolina,Dorchester,
80131,Colorado,Douglas,Louviers
28089,North Carolina,Cleveland,Lattimore
97918,Oregon,Malheur,
69153,Nebraska,Keith,Ogallala
74956,Oklahoma,Le Flore,
54217,Wisconsin,Kewaunee,Luxemburg
36451,Alabama,Clarke,
75031,Texas,Collin,McKinney
59623,Montana,Beaverhead,
70575,Louisiana,Vermilion,
98010,Washington,King,Black Diamond
4037,Maine,Oxford,
3229,New Hampshire,Merrimack,
99022,Washington,Spokane,
56150,Minnesota,Jackson,
62351,Illinois,Adams,Mendon
63060,Missouri,Franklin,
37404,Tennessee,Hamilton,Chattanooga
90002,California,Los Angeles,Florence-Graham
25008,West Virginia,Raleigh,
50162,Iowa,Marshall,Melbourne
99637,Alaska,Bethel,Toksook Bay
73110,Oklahoma,Oklahoma,Midwest City
17268,Pennsylvania,Franklin,
54840,Wisconsin,Burnett,
53550,Illinois,Stephenson,
64110,Missouri,Jackson,Kansas City
20018,District of Columbia,District of Columbia,Washington
21117,Maryland,Baltimore,
41035,Kentucky,Grant,
35185,Alabama,Shelby,
10314,New York,Richmond,New York
41630,Kentucky,Knott,
47936,Michigan,Chippewa,
45321,Ohio,Preble,
99764,Alaska,Southeast Fairbanks,Northway Village
14568,New York,Wayne,
82902,Wyoming,Sweetwater,North Rock Springs
67738,Kansas,Gove,Grinnell
